time,ecg
0.0,-0.011332872140034807
0.004,-0.009194522860016114
0.008,0.0049716074405376405
0.012,0.0014242573607056526
0.016,0.006904853540677682
0.02,-0.004272526463365343
0.024,0.0015853969107671422
0.028,0.006255903939673367
0.032,-0.003093465397202384
0.036,0.004567752375574115
0.04,-0.006619259410666513
0.044,-0.003630538465650718
0.048,-0.003817378939983291
0.052,-0.011958396455890396
0.056,0.0048697248078558185
0.06,-0.004694023402027239
0.064,0.0001249411872768743
0.068,0.0048074665890590895
0.072,0.004465311760299441
0.076,0.006653851089727864
0.08,-0.0009848548450942338
0.084,-0.004232983120441528
0.088,-0.0007971821090639541
0.092,-0.01687334433958016
0.096,-0.014471124724230351
0.1,-0.013226996123542124
0.104,-0.009972468276008074
0.108,0.003997742267257713
0.112,-0.009054790553521845
0.116,-0.0037816255401348898
0.12,0.012992282978690846
0.124,-0.0035626397080205188
0.128,0.007375155692569589
0.132,-0.009336176776652742
0.136,-0.0020543755108397505
0.14,-0.009500220357794669
0.144,-0.0033903302331108574
0.148,0.008403082783666416
0.152,-0.01727320055180168
0.156,0.004344245803891626
0.16,0.0023773792696198145
0.164,-0.005941443332847621
0.168,-0.014460445995750927
0.172,0.0007215996608161057
0.176,-0.005294244874959472
0.18,0.0023282515391929172
0.184,0.00022169100824899512
0.188,0.016024363360899574
0.192,-0.002380263899590335
0.196,-0.010208779349392683
0.2,0.0018430757437485387
0.204,0.002294182891964126
0.208,0.013763823488903874
0.212,0.008656991757122126
0.216,0.004099088916721229
0.22,0.01552943234644651
0.224,-0.010410892996769642
0.228,-0.0040262225217112
0.232,-0.005554262433282104
0.236,0.0017642309821371718
0.24,-0.005346647050443026
0.244,0.01855638241782285
0.248,0.015021273601917544
0.252,0.009038440448264264
0.256,0.021719632829177937
0.26,0.04484073354248114
0.264,0.06156939796307874
0.268,0.08608493003771665
0.272,0.10925139682400098
0.276,0.09876091741487432
0.28,0.09902697436073513
0.284,0.10090107651799626
0.288,0.136355297899066
0.292,0.13438388411729074
0.296,0.14393866313674672
0.3,0.1438790320094019
0.304,0.1466843268743797
0.308,0.15317309737827045
0.312,0.13524866895008109
0.316,0.12063519095492248
0.32,0.0985658180327955
0.324,0.07786999363507063
0.328,0.07524969307319426
0.332,0.06557979561261557
0.336,0.07086743141993398
0.34,0.04300834028270865
0.344,0.04170281875148538
0.348,0.018753547407902083
0.352,0.00539406290874026
0.356,0.002553705327364937
0.36,0.0011679537797809761
0.364,0.026947026338080812
0.368,-0.0045023698114072825
0.372,0.010756184843266237
0.376,-0.007552534234198829
0.38,0.010212133563377034
0.384,0.004379887986936533
0.388,-0.0012604996781908585
0.392,-0.00023567753629425876
0.396,-0.00645366108944731
0.4,0.004511039131379257
0.404,-0.004523662460878898
0.408,-0.012242966813416458
0.412,-0.012774290683240486
0.416,0.0017196705888710838
0.42,0.015742082923204732
0.424,0.0013705288755223358
0.428,-0.0020824665857254567
0.432,-0.00011766331992424037
0.436,0.004640525871022424
0.44,-0.018102716223479406
0.444,-0.045796191330756936
0.448,-0.061866295674821624
0.452,-0.10429932133575781
0.456,-0.12190602219796128
0.46,-0.14430172042778416
0.464,-0.13960312209640416
0.468,-0.09403840961438094
0.472,0.009225027649015005
0.476,0.11086643544653717
0.48,0.22725686002378437
0.484,0.39886037858065915
0.488,0.6181689296447009
0.492,0.788768556244955
0.496,0.936767243760174
0.5,1.006300200891683
0.504,0.9416222493081428
0.508,0.7991931456006545
0.512,0.5999393619693838
0.516,0.4004595831278414
0.52,0.2296008301007374
0.524,0.06674278988164435
0.528,-0.049504430535689134
0.532,-0.17345113147440755
0.536,-0.22012569995915238
0.54,-0.25452205805538825
0.544,-0.2417015303549843
0.548,-0.18989763017090716
0.552,-0.12482764378036174
0.556,-0.06017016225168936
0.56,-0.046874480607712245
0.564,-0.01343012379024039
0.568,-0.009403747821619145
0.572,-0.00423973432333253
0.576,0.010347817417132761
0.58,0.006223903558897804
0.584,0.014570727211299494
0.588,2.860659382055656e-05
0.592,-0.004923771484111567
0.596,0.0003745912509377971
0.6,0.005757663066690804
0.604,0.005988888247157702
0.608,-0.005526491313034009
0.612,0.007557329632351652
0.616,0.010551852988195361
0.62,0.03538897679571584
0.624,0.03130416994279537
0.628,0.00675425587547007
0.632,0.015648597209536978
0.636,0.0076654862368668916
0.64,0.02076941509818106
0.644,0.034864476818350004
0.648,0.049507628607632234
0.652,0.03665607866127371
0.656,0.04470171245624157
0.66,0.03789671942769793
0.664,0.06671930221395374
0.668,0.06755340218521123
0.672,0.08355853072141944
0.676,0.09157320393359347
0.68,0.11165070411289446
0.684,0.10795744876034452
0.688,0.12440025279488948
0.692,0.17437581045893394
0.696,0.1545586408122643
0.7,0.1709913421292435
0.704,0.21485342442897798
0.708,0.23986598855292326
0.712,0.2130329405592443
0.716,0.23439173063684962
0.72,0.25399661893278663
0.724,0.2793493322377109
0.728,0.26245268986176645
0.732,0.27872369022438215
0.736,0.2962408892320982
0.74,0.29840726273669277
0.744,0.294086196658843
0.748,0.2984218663292447
0.752,0.2860111378907053
0.756,0.2954660199313973
0.76,0.291395727091937
0.764,0.2907892123677433
0.768,0.27562319649561307
0.772,0.27703664587150023
0.776,0.27218951397185326
0.78,0.2521353567000662
0.784,0.24159178428872197
0.788,0.22528016032327638
0.792,0.21081616079143334
