time,ecg
0.0,0.008478518564904251
0.004,0.013065584409873444
0.008,-0.004855571163623513
0.012,-0.00038688267080288835
0.016,-0.0010418755340144568
0.02,-0.0063528024986513896
0.024,0.007357495297606193
0.028,0.0036284824662322556
0.032,0.0014182317511960622
0.036,0.0035830543919592485
0.04,0.006154512479574837
0.044,0.0060543701913038815
0.048,-0.008384899561218573
0.052,0.008963285487429461
0.056,0.002553661176805593
0.06,-0.004346161949802652
0.064,0.002342296914461701
0.068,0.0034447747672505325
0.072,0.010817836671641238
0.076,-0.010461556284851804
0.08,0.013249843536541935
0.084,0.000231663563098284
0.088,-0.00506153250748595
0.092,-0.005367580998571207
0.096,-0.010013677583425274
0.1,-0.01740914883756553
0.104,0.006773998803598782
0.108,0.01980886400424299
0.112,-0.016176153488279388
0.116,-0.009504279159044575
0.12,0.007515831892283525
0.124,-0.00045636908412048936
0.128,0.008344192430650215
0.132,-0.0010172052080423377
0.136,-0.005806274924827228
0.14,-0.002258420915420167
0.144,-0.023820893696664864
0.148,-0.011434842047392188
0.152,0.009482797422308826
0.156,0.0119190078102215
0.16,0.014061683797220196
0.164,0.0044087496886006505
0.168,-0.022560556194729083
0.172,-0.006349760708194007
0.176,0.013247238981164873
0.18,0.01623203181248141
0.184,0.013629646983086998
0.188,-0.0023559502000075755
0.192,-0.013052466290605746
0.196,-0.0003801203227588497
0.2,0.000198389576488002
0.204,0.015749864253161005
0.208,0.002449860737721621
0.212,0.00047269108678405425
0.216,0.0012653298066607225
0.22,0.004894991731877755
0.224,0.00774113840707455
0.228,-0.004874081534393681
0.232,-0.006864706965482543
0.236,0.019367914227741836
0.24,-0.007990198519236772
0.244,0.028582347541726533
0.248,-0.0018632863996317223
0.252,0.017901092064980632
0.256,0.04159396334708783
0.26,0.04170901395876192
0.264,0.04002336424651652
0.268,0.07038190266205875
0.272,0.08078281558193248
0.276,0.09245634019769458
0.28,0.10268313265322469
0.284,0.12187547933000335
0.288,0.1278589671561041
0.292,0.1668586217588856
0.296,0.14569206422037584
0.3,0.1462624304618089
0.304,0.14267587428366568
0.308,0.16028280349877594
0.312,0.11728751449667196
0.316,0.12581586354430355
0.32,0.10652945584228957
0.324,0.08038282203569408
0.328,0.07192200888529642
0.332,0.0692871610598571
0.336,0.04454420008757427
0.34,0.04430123435018021
0.344,0.04916695592811832
0.348,0.025452510165466957
0.352,0.002708375787665548
0.356,0.0037369103312197578
0.36,0.005566157037685886
0.364,0.0021399778237825772
0.368,0.005231635431995762
0.372,0.0054957222266834565
0.376,0.018782017097860024
0.38,0.0008592067837556547
0.384,-0.0109915661428812
0.388,0.011843940600875714
0.392,0.012802193492870319
0.396,0.002418646804906288
0.4,-0.002413626835531166
0.404,0.006251636368019516
0.408,-0.0020977073125392777
0.412,-0.020552004227819134
0.416,0.005628534241374558
0.42,0.00887368512884616
0.424,0.014181485043581247
0.428,-0.00820366775415228
0.432,-0.0007142715573369364
0.436,-0.005941495967515996
0.44,-0.019442715640079822
0.444,-0.04053835863955741
0.448,-0.07255782262165085
0.452,-0.10646939170454578
0.456,-0.12985677177796767
0.46,-0.13393118955416008
0.464,-0.13492175598613554
0.468,-0.0820798311698061
0.472,-0.011510332872174062
0.476,0.0879730546667036
0.48,0.2128917380035501
0.484,0.40293447635054863
0.488,0.6083476904177318
0.492,0.7982880155464012
0.496,0.9456249349857613
0.5,1.004051302223884
0.504,0.959679497488375
0.508,0.7950467189726248
0.512,0.5898576698112901
0.516,0.3961794361699159
0.52,0.23436162412129968
0.524,0.054227935228343016
0.528,-0.04944246151265488
0.532,-0.14137027817124617
0.536,-0.2432938581337938
0.54,-0.24198753011637467
0.544,-0.22347929338001704
0.548,-0.1837894585154182
0.552,-0.1279507949842508
0.556,-0.0752358112004893
0.56,-0.036896238389072814
0.564,-0.016757399033062333
0.568,-0.009469823915851033
0.572,-0.004407755906537379
0.576,0.012228157402553001
0.58,-0.011301538600292805
0.584,-0.016293838095843848
0.588,0.013641514458662712
0.592,0.0001154770391896421
0.596,-0.0012691435050825664
0.6,0.0022205239166518975
0.604,0.006315921670411859
0.608,7.687713811599904e-05
